"Keyword Version: static","Revision: 2022-01-10 17:52:40","Timestamp: 2022-01-19 17:23:35","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.uat.earthdata.nasa.gov/kms/concepts/concept_scheme/platforms/?format=xml","Case native"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SPAS-II","Shuttle Pallet Satellite-II","73fef640-5d7a-4798-93d3-a97b712287a2"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SRL-1","Space Radar Laboratory-1","184a4b22-f26d-4358-8eb1-ab4262d4524e"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","SRL-2","Space Radar Laboratory-2","4e7df1af-daec-4ee1-9e83-9f013d573fc1"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-11","Space Transport System STS-11","a7443743-c640-4eaf-a525-61651a9d954d"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-2","Space Transport System STS-2","c0866d20-5a1e-4365-965b-0673826bd398"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-34","Space Transport System STS-34","307e058f-5a6c-4b6b-b1a3-6a06a559a21b"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-39","Space Transport System STS-39","45da4f3c-c73d-4299-ba88-e26775f3c9f2"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-41G","Space Transport System STS-41G","186b17f1-68bc-4f05-8b2b-932d24c57e3a"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-41","Space Transport System STS-41","ab66dd2f-7d5a-4e6f-a3dc-ec34849cf766"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-43","Space Transport System STS-43","e771da36-4162-407d-add9-46e6e0e80417"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-45","Space Transport System STS-45","50b3f253-e76a-4895-bd28-e477052ca1bb"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-51B","Space Transport System STS-51B","da093451-5b0d-49cc-87ad-18ce04aff12f"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-51F","Space Transport System STS-51F","430147e6-cf02-4d33-8806-033c85364fd4"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-55","Space Transport System STS-55","9e00a9bb-bff6-44aa-976c-fd1ac1c014b0"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-56","Space Transport System STS-56","6462dbc4-9b1f-4cb4-9ae1-8eed8bf3f17c"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-59","Space Transport System STS-59","ba33ff1b-a3a6-4d01-b6e6-a78ce7f20e32"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-62","Space Transport System STS-62","019b76a2-3576-4a03-a91f-8519319d66ee"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-64","Space Transport System STS-64","b978a160-ed2c-41e2-b993-7429ba4b2688"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-66","Space Transport System STS-66","8b619f22-98ef-4a50-871d-04fc49ecdf03"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-68","Space Transport System STS-68","8dd0a34f-2aba-4313-bc2e-b9a742d91862"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-72","Space Transport System STS-72","391b3a49-2960-4be9-a12b-29f2f912da99"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-7","Space Transport System STS-7","806b38f9-e3d7-4ac9-b403-7af2fdcc5381"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-99","Space Transport System STS-99","cc33ee94-f31e-4e4a-a659-f5c6fc244710"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","STS-9","Space Transport System STS-9","d03c64a2-2352-424f-8345-ee17fc859167"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Shuttle","","","3ef93fbf-1e19-42a9-a91f-502d125dbb7c"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","ISS","International Space Station","93c5d18c-be62-46c4-9545-42f73a854d85"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","MERCURY","","b0e515cf-ed97-4870-bdde-6c00b0c998ee"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","MIR-PRIRODA","PRIRODA Module of MIR Space Station","207e6805-2bdf-4954-8178-c4cd63ce2269"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","OSTA-1","Office of Space & Terrestrial Applications-1","e554b6aa-8d53-4fc5-a7d3-e43808d9e41b"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","SKYLAB","","b0f992d7-3ff5-4470-849a-a540a9f8ce3e"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","SOYUZ","","0a14ea80-5b3a-4d6f-a81b-38150a1fbe93"
"Space-based Platforms","Space Stations/Crewed Spacecraft","Space Station","","","a4297e6c-efe4-4194-8309-0b8bd658445b"
"Space-based Platforms","Space Stations/Crewed Spacecraft","","","","388e72a1-b851-4b78-9e69-747e06ae215f"
"Space-based Platforms","","","","","b39a69b4-c3b9-4a94-b296-bbbbe5e4c847"
"Water-based Platforms","Buoys","Moored","ATLAS MOORINGS","Autonomous Temperature Line Acquisition System","d52d296b-370a-4741-8f07-e6b6873191c6"
"Water-based Platforms","Buoys","Moored","BUOYS","","3c5df34c-b231-460d-b3b6-4145c1fa8f25"
"Water-based Platforms","Buoys","Moored","DART","Deep-ocean Assessment and Reporting of Tsunamis","b29f3baa-5bb8-4b64-8c5b-27c3de8084bd"
"Water-based Platforms","Buoys","Moored","MOORINGS","","fbcd0c2b-f8ac-4199-9a37-5e7a39150730"
"Water-based Platforms","Buoys","Moored","NDBC MOORED BUOY","","3d83b3e3-1be0-4ab8-9cf5-3b7ade27586e"
"Water-based Platforms","Buoys","Moored","TAO","TROPICAL ATMOSPHERE OCEAN","c9cb3b35-570d-4aa4-a8e1-2a21aacc67c4"
"Water-based Platforms","Buoys","Moored","TRITON","TRIangle Trans-Ocean Buoy Network","22946f69-ea37-451d-afe5-409b42dcd983"
"Water-based Platforms","Buoys","Moored","","","15a80a3c-a97b-4872-896c-b7e6292663b8"
"Water-based Platforms","Buoys","Unmoored","MOUSS","MOdular Underwater Sampling System","e8299623-dad3-4773-b14a-39482873322f"
"Water-based Platforms","Buoys","Unmoored","PALACE FLOAT","Profiling Autonomous Lagrangian Circulation Explorer","b4d40e77-a862-418e-a8dc-f7b7e704b4cc"
"Water-based Platforms","Buoys","Unmoored","PROTEUS","Profile Telemetry of Upper Ocean Currents","c9bfbe86-064a-4d64-875b-cb36bff3f9e9"
"Water-based Platforms","Buoys","Unmoored","","","a5418190-0d3e-4dfb-a9d1-7e5bd0453d61"
"Water-based Platforms","Buoys","","","","99c4602d-1de6-4f4b-88e2-3bd13bd9a385"
"Water-based Platforms","Fixed Platforms","Subsurface","GEOSTAR","GEophysical and Oceanographic STation for Abyssal Research","1d168c0e-82cd-407c-a49a-f343b4fc4e24"
"Water-based Platforms","Fixed Platforms","Subsurface","NEMO-SN1","NEutrino Mediterranean Observatory - Submarine Network 1","83212677-16fc-42ab-9a23-cdbbacfa1d18"
"Water-based Platforms","Fixed Platforms","Subsurface","SN-2","Submarine Network 2","d227bc01-e09a-4356-89d3-84cae164eeec"
"Water-based Platforms","Fixed Platforms","Subsurface","SN-4","Submarine Network 4","85e347f2-d65d-4941-a252-0b0c55653b37"
"Water-based Platforms","Fixed Platforms","Subsurface","","","0353603c-a179-41d3-bd20-c97c140d2167"
"Water-based Platforms","Fixed Platforms","Surface","C-MAN","Coastal Marine Network","7fdf83a9-e0b3-4bb2-a6f4-801078f62cc9"
"Water-based Platforms","Fixed Platforms","Surface","DRILLING PLATFORMS","","cd14c407-881b-4fc1-8222-f1eeed77f4e2"
"Water-based Platforms","Fixed Platforms","Surface","OCEAN PLATFORMS","","5a4e787b-55e4-47d4-9520-ee74d6efdb6e"
"Water-based Platforms","Fixed Platforms","Surface","OCEAN WEATHER STATIONS","","d26f4894-667e-4e29-8e0b-5db476c98464"
"Water-based Platforms","Fixed Platforms","Surface","Sea Ice Mass Balance Station","","31e96f2f-9b8e-454f-a1f8-e8d791c13a33"
"Water-based Platforms","Fixed Platforms","Surface","","","d93ffd52-5072-4736-b16a-cc4e5113e8b2"
"Water-based Platforms","Fixed Platforms","","","","3c199bbf-beb6-4ab8-a8ff-60ddcd199f12"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","AUVS","Autonomous Underwater Vehicles","1ea3829f-9479-46f5-a075-315da09867ae"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Argus","","ddc7ed71-2626-4b81-8079-82c04d0bdc91"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Deep Discoverer","","023cf280-8fd9-4a4d-8e18-54fac3f6dbbb"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Global Explorer","","464643c0-4600-4d38-9927-9587fa8904bb"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Guru","","9b01b91a-d937-4148-b4f5-63e5254b6195"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Hercules","","654fb060-af2f-4d5d-af89-2216ef7939ca"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Jason II","","b7831fc5-0da7-4c2a-b4d6-dae934648d95"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Jason","","74995db1-1047-4e0b-b0c9-b4b9f7bdd6b6"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Little Hercules","","b3ef5a11-5c6d-4f14-a0bb-a90e8614a908"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Phantom DHD2+2","","897c4eed-6f5a-4b60-9780-a73362ec84f2"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","RCV-150","","420ea41e-a300-4c15-9e5d-eb395f56e986"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","ROPOS","","127be6b4-50ad-496d-939b-5c1dc47ac4ff"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","SEAGLIDER","","51edfe40-a819-400d-9067-5d114b27b825"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","SEASOAR","","d975d656-aa72-41fe-857f-1aa15b0543e2"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Seirios","","f21d8715-f805-427d-b006-57a5d1240d1c"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Sonsub Innovator","","2adc78b1-be95-4cec-82a9-603f6a493d5b"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","Yogi","","940914db-9ad3-438c-8118-7a0abb0c4a92"
"Water-based Platforms","Uncrewed Vehicles","Subsurface","","","31eb34c8-016e-48c4-9404-7d94ee66cfde"
"Water-based Platforms","Uncrewed Vehicles","Surface","Kingfisher","","dba6c8ed-8444-4e18-965c-9c0e30186ac3"
"Water-based Platforms","Uncrewed Vehicles","Surface","Saildrone","","6077a16e-dc27-47ba-b2b8-6ae731615925"
"Water-based Platforms","Uncrewed Vehicles","Surface","","","e634b062-56ba-41a9-9c95-0cff642b5974"
"Water-based Platforms","Uncrewed Vehicles","","","","b0488156-f2de-4635-b8b0-ec8d70ee8622"
"Water-based Platforms","Vessels","Subsurface","Alvin","","57323291-3348-4292-812e-7436d6a0781a"
"Water-based Platforms","Vessels","Subsurface","Clelia","","78c6cfd9-0df5-435e-9bb1-d14322db928f"
"Water-based Platforms","Vessels","Subsurface","DeepWorker 2000","","97b4bebd-71e2-4ac5-9d75-fdb89b9eaba2"
"Water-based Platforms","Vessels","Subsurface","Johnson-Sea-Link II","","cb5ab3cc-48d1-4b0c-b72b-700a6faee11e"
"Water-based Platforms","Vessels","Subsurface","Johnson-Sea-Link I","","ae078302-17ab-4cc5-ba7d-7a8a0102c01b"
"Water-based Platforms","Vessels","Subsurface","MIR II","","2fcdab81-7527-4344-a26c-632746e94423"
"Water-based Platforms","Vessels","Subsurface","MIR I","","15f4ae34-a5c9-43e0-84d6-246690648fca"
"Water-based Platforms","Vessels","Subsurface","Pisces V","","0f50133b-1ef8-4c67-97a3-ac0604a41fc8"
"Water-based Platforms","Vessels","Subsurface","SUBMARINE","","9e903361-9170-421b-b0ab-3fa6d160c20a"
"Water-based Platforms","Vessels","Subsurface","","","35f1c0af-8379-4812-a130-08d84514fc98"
"Water-based Platforms","Vessels","Surface","AIRBOAT","","18d0b454-a951-4d21-a58a-b984deade210"
"Water-based Platforms","Vessels","Surface","B/O MYTILUS","","3f6d798a-28df-46fa-80ea-7502f90b0fc3"
"Water-based Platforms","Vessels","Surface","B/O SG","B/O SARMIENTO DE GAMBOA","bccde7bb-3a29-4919-85ce-0b8f446d707d"
"Water-based Platforms","Vessels","Surface","F/V GREAT PACIFIC","","034a82a9-1dfc-4648-91fd-94aa6f8ed56f"
"Water-based Platforms","Vessels","Surface","NOAA Delaware II","NOAA Ship Delaware II","15f524d9-5155-466a-9d46-364d977bd864"
"Water-based Platforms","Vessels","Surface","Nancy Foster","NOAA Ship Nancy Foster","1a2349cd-6a6e-42bc-8c59-82e93f9372e6"
"Water-based Platforms","Vessels","Surface","Okeanos Explorer","NOAA Ship Okeanos Explorer","4838472f-2b4c-4107-bd9e-3bf78a7c5562"
"Water-based Platforms","Vessels","Surface","Oregon II","NOAA Ship Oregon II","b789b66d-e120-438b-96c1-2849c971040d"
"Water-based Platforms","Vessels","Surface","R/V AA","R/V Aurora Australis","90fadab8-daa5-4725-9e58-8fa81f05a960"
"Water-based Platforms","Vessels","Surface","R/V AKADEMIK M.A. LAVRENTYEV","","cdc27a9f-6118-4ab8-bf2c-d762e6dbbbdf"
"Water-based Platforms","Vessels","Surface","R/V ALPHA HELIX","","c5bdef62-eb89-4489-914f-7476f53bd45d"
"Water-based Platforms","Vessels","Surface","R/V AMA","R/V AMIR MOULAY ABDALLAH","f7a8f86c-08cc-4792-9ef0-50db79865e93"
"Water-based Platforms","Vessels","Surface","R/V ARANDA","","162fb231-6969-422b-a9e4-4de35cd595b7"
"Water-based Platforms","Vessels","Surface","R/V ARAON","","e6cf0811-fc28-45d3-99f9-1c537146cca8"
"Water-based Platforms","Vessels","Surface","R/V Annie","","3bd7ce49-0a7d-4460-a40b-79cf848471e1"
"Water-based Platforms","Vessels","Surface","R/V Atlantis","","3b39f0fb-7cfb-495e-a752-82f87eba8fa3"
"Water-based Platforms","Vessels","Surface","R/V DOLPHIN","","eba994bb-dd12-4941-ad6b-89d073e992f9"
"Water-based Platforms","Vessels","Surface","R/V FERRELL","","367f4bab-327f-425e-b047-3a2699126e11"
"Water-based Platforms","Vessels","Surface","R/V HERITAGE","","bbb476e8-9e6a-461f-882d-a213213705f2"
"Water-based Platforms","Vessels","Surface","R/V ITALIA","","e2e59fcb-be11-4ff2-bd7f-eee34a76aa45"
"Water-based Platforms","Vessels","Surface","R/V ITALICA","","6cf9a0ac-18c6-492a-b302-62ad4c918fcf"
"Water-based Platforms","Vessels","Surface","R/V Ivan Petrov","","810bc419-c1ea-4f38-b05f-6471e3621274"
"Water-based Platforms","Vessels","Surface","R/V JangMok","Research Vessel JangMok","6ff96d84-74e5-4dc3-9d80-6c0d5d534256"
"Water-based Platforms","Vessels","Surface","R/V L'ASTRO","R/V L'ASTROLABE","40e85d85-0619-48ab-83ab-dc7371d1eeaf"
"Water-based Platforms","Vessels","Surface","R/V LL","R/V LADY LISA","bc5dbb9e-0395-4291-933b-a2281be644ca"
"Water-based Platforms","Vessels","Surface","R/V LMG","R/V Laurence M. Gould","1c4e4aa2-b801-479f-b814-c18201db0960"
"Water-based Platforms","Vessels","Surface","R/V LOUIS S. ST. LAURENT","","e15a4f8d-c1e9-4239-8271-45551c3e2553"
"Water-based Platforms","Vessels","Surface","R/V MILLER FREEMAN","","2405ed08-fc64-4251-a242-c879181ebafd"
"Water-based Platforms","Vessels","Surface","R/V Manta","","884ca19a-8b6c-462c-85b8-23baacb72704"
"Water-based Platforms","Vessels","Surface","R/V NBP","R/V Nathaniel B. Palmer","a9c4dcab-bbd0-4f67-b2c0-bbbe71b8245e"
"Water-based Platforms","Vessels","Surface","R/V ONNURI","","3ccb3423-b471-437e-87d0-e964702bd90f"
"Water-based Platforms","Vessels","Surface","R/V OREGON","","eedf5ea0-c814-4b9f-9985-dba84cb07b50"
"Water-based Platforms","Vessels","Surface","R/V OSHORO-MARU","","9506524f-5cd7-43f3-8763-afe95283bf30"
"Water-based Platforms","Vessels","Surface","R/V PALMETTO","","03e37490-87d9-412d-80e1-b351fbe9d03d"
"Water-based Platforms","Vessels","Surface","R/V PANDALUS","","3fa51d3e-c177-4bfb-a189-4bba46686ec1"
"Water-based Platforms","Vessels","Surface","R/V POLARSTERN","","7d682090-e4cc-4634-93ec-beba19afda60"
"Water-based Platforms","Vessels","Surface","R/V PROFESSOR KHROMOV","","6405bead-664f-4452-b1d8-39b1f889ebaf"
"Water-based Platforms","Vessels","Surface","R/V RHB","R/V RONALD H. BROWN","c21b5468-c3b6-4da2-bc6e-19d2109474c4"
"Water-based Platforms","Vessels","Surface","R/V Sally Ride","Research Vessel Sally Ride","3d58c65d-cca7-4a69-a882-c18b801411c6"
"Water-based Platforms","Vessels","Surface","R/V TANGAROA","","c99251bf-e937-4d59-8899-54d7b71a5667"
"Water-based Platforms","Vessels","Surface","R/V Thompson","Research Vessel Thomas G. Thompson","896d7c41-6ddc-4a23-acc4-ee946cf32a7f"
"Water-based Platforms","Vessels","Surface","R/V UM","R/V UMITAKA MARU","c37c3a9c-7eaa-4f3f-ae3a-dd1e62924388"
"Water-based Platforms","Vessels","Surface","R/V WECOMA","","82f1ab0b-3028-4f33-a7ad-81ac973bdf0c"
"Water-based Platforms","Vessels","Surface","R/V XUELONG","","3361bc7c-c1fa-485a-a18a-e67adc5637be"
"Water-based Platforms","Vessels","Surface","R/V YUZ","R/V YUZHMORGEOLOGIYA","3055b6f7-a545-489d-86c2-e52a24e0da9c"
"Water-based Platforms","Vessels","Surface","RCV-150","","7ec61a93-3c42-4af1-adca-8f26d22d3d27"
"Water-based Platforms","Vessels","Surface","RRS DISCOVERY","","e3d46087-97c7-4f61-8a90-f9b3ec5a7c6f"
"Water-based Platforms","Vessels","Surface","RSS JAMES CLARK ROSS","RSS JAMES CLARK ROSS","30585903-f838-4b9c-86c2-8778559475f7"
"Water-based Platforms","Vessels","Surface","Reuben Lasker","NOAA Ship Reuben Lasker","978bfb08-a88d-46c3-830e-13e26d55d35b"
"Water-based Platforms","Vessels","Surface","SHIPS","","1bb21d0f-bf48-42b5-8e09-cc0d58407e4a"
"Water-based Platforms","Vessels","Surface","ZODIACS","","600ecdea-31c3-40e6-809a-226f74ffdec5"
"Water-based Platforms","Vessels","Surface","","","59b97a6c-385e-40a2-8422-ecbdb6023c4c"
"Water-based Platforms","Vessels","","","","f843aa6e-0f5a-4e1d-9c9f-96169a283789"
"Water-based Platforms","","","","","267606d3-4918-4651-b40d-be12b09dd2fe"
